framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,implementation_guidance_en,evidence_requirements,mapping_iso27001,mapping_nist,status,source_file
PDPL,v1.0,Article-21,breach,Breach Notification,الإبلاغ عن الانتهاكات,Report data breaches to authority and data subjects,الإبلاغ عن انتهاكات البيانات للهيئة وأصحاب البيانات,corrective,4,Implement breach detection and response. Notify SDAIA within 72 hours. Notify affected individuals. Document incidents.,Breach response plan|Notification procedures|Incident log,A.16.1,RS.CO-2,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-20,security,Access Control,التحكم في الوصول,Restrict access to personal data,تقييد الوصول إلى البيانات الشخصية,preventive,3,Implement role-based access control. Grant access on need-to-know basis. Review access regularly. Revoke promptly.,Access control policy|RBAC implementation|Access reviews,A.9.1|A.9.2,PR.AC-4,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-19,security,Encryption,التشفير,Use encryption to protect sensitive data,استخدام التشفير لحماية البيانات الحساسة,preventive,4,Encrypt personal data at rest and in transit. Use strong encryption algorithms (AES-256 TLS 1.2+). Manage encryption keys securely.,Encryption policy|Key management|Encryption inventory,A.10.1,PR.DS-1,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-18,security,Data Security,أمن البيانات,Must implement appropriate security measures to protect personal data,يجب تطبيق تدابير أمنية مناسبة لحماية البيانات الشخصية,preventive,4,Implement technical and organizational security measures. Encrypt data. Control access. Monitor security. Conduct assessments.,Security policy|Encryption evidence|Access controls|Security assessments,A.10.1|A.13.1,PR.DS-1,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-17,obligations,Data Protection Officer,تعيين مسؤول حماية البيانات,Must appoint Data Protection Officer (DPO),يجب تعيين مسؤول حماية البيانات,preventive,3,Appoint qualified DPO. Define DPO responsibilities. Ensure independence. Provide resources. Report to highest management.,DPO appointment letter|Job description|Reporting structure,A.5.2,ID.GV-2,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-16,obligations,Processor Responsibilities,مسؤوليات المعالج,Data processor obligations and responsibilities,التزامات معالج البيانات,preventive,3,Define processor obligations. Ensure processors act only on controller instructions. Implement processor oversight.,Processor agreements|Instruction documentation|Oversight procedures,A.15.1,ID.SC-2,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-15,obligations,Controller Responsibilities,مسؤوليات المتحكم,Data controller obligations and responsibilities,التزامات المتحكم في البيانات,preventive,3,Define data controller role. Document responsibilities. Implement accountability measures. Maintain processing records.,Controller definition|Responsibility matrix|Accountability framework,A.5.2,ID.GV-2,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-14,rights,Right to Object,حق الاعتراض,Data subject has right to object to processing of their data,يحق لصاحب البيانات الاعتراض على معالجة بياناته,corrective,3,Implement objection handling process. Stop processing upon valid objection. Document objections and responses.,Objection procedure|Processing stops|Documentation,A.18.2,PR.IP-2,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-13,rights,Right to Data Portability,حق نقل البيانات,Data subject has right to receive data in portable format,يحق لصاحب البيانات الحصول على بياناته بصيغة قابلة للنقل,corrective,4,Implement data portability function. Export data in structured commonly-used machine-readable format (JSON XML CSV).,Export functionality|Format specifications|Transfer mechanisms,A.18.2,PR.IP-2,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-12,rights,Right to Restriction,حق تقييد المعالجة,Data subject has right to restrict processing of their data,يحق لصاحب البيانات طلب تقييد معالجة بياناته,corrective,3,Implement processing restriction mechanism. Mark restricted data. Prevent further processing except storage.,Restriction mechanism|Processing flags|Audit logs,A.18.2,PR.DS-3,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-11,rights,Right to Erasure,حق المحو,Data subject has right to request deletion of their data,يحق لصاحب البيانات طلب حذف بياناته,corrective,4,Implement right to erasure process. Verify deletion requests. Permanently delete data. Notify processors.,Erasure procedure|Deletion logs|Verification records,A.11.2,PR.IP-6,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-10,rights,Right to Rectification,حق التصحيح,Data subject has right to request correction of inaccurate data,يحق لصاحب البيانات طلب تصحيح بياناته غير الدقيقة,corrective,3,Implement rectification request process. Verify and correct inaccurate data. Notify third parties of corrections.,Rectification procedure|Correction logs|Third-party notifications,A.18.2,PR.IP-2,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-9,rights,Right of Access,حق الوصول,Data subject has right to obtain copy of their data,يحق لصاحب البيانات الحصول على نسخة من بياناته,corrective,3,Implement data subject access request (DSAR) process. Provide data within 30 days. Use secure delivery method.,DSAR procedure|Request tracking system|Secure delivery mechanism,A.18.2,PR.IP-2,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-8,consent,Withdrawal of Consent,سحب الموافقة,Data subject has right to withdraw consent at any time,يحق لصاحب البيانات سحب موافقته في أي وقت,corrective,3,Provide easy consent withdrawal mechanism. Process withdrawal requests promptly. Delete data when consent withdrawn.,Withdrawal interface|Processing logs|Deletion records,A.18.1,PR.IP-6,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-7,consent,Children's Consent,موافقة الأطفال,Processing children's data requires parental consent,معالجة بيانات الأطفال تتطلب موافقة ولي الأمر,preventive,4,Implement age verification. Obtain parental consent for users under 18. Provide special protections for minors.,Age verification system|Parental consent records|Minor protections,A.18.1,PR.IP-1,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-6,consent,Consent,الموافقة,Must obtain data subject consent before processing,يجب الحصول على موافقة صاحب البيانات قبل المعالجة,preventive,4,Implement consent management platform. Obtain explicit opt-in consent. Document consent records. Allow withdrawal.,Consent management system|Consent records|Withdrawal mechanisms,A.18.1,PR.IP-1,active,controls_pdpl_v1_complete.csv
PCI_DSS,v4.0,12.7.1,screening,Personnel Screening,فحص الموظفين,Screen personnel before hire,فحص الموظفين قبل التوظيف,preventive,3,Conduct background checks. Verify employment and education. Check references. Screen per local laws.,Background checks|Employment/education verification|Reference checks|Legal compliance,A.6.1,PR.IP-11,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.8.1,third-party,Third-Party Management,إدارة الأطراف الثالثة,Manage service providers,إدارة مقدمي الخدمات,preventive,3,Maintain list of service providers. Assess provider PCI DSS compliance. Include security requirements in agreements. Monitor compliance.,Provider list|PCI DSS assessment|Security requirements|Compliance monitoring,A.15.1,ID.SC-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.9.1,third-party,Third-Party Agreements,اتفاقيات الأطراف الثالثة,Sign agreements with service providers,توقيع اتفاقيات مع مقدمي الخدمات,preventive,3,Include PCI DSS compliance in contracts. Define responsibilities. Require compliance evidence. Include audit rights.,PCI DSS clauses|Responsibility definitions|Evidence requirements|Audit rights,A.15.1,ID.SC-4,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.10.1,incident,Incident Response Plan,خطة الاستجابة,Establish incident response plan,وضع خطة الاستجابة للحوادث,corrective,3,Develop IR plan. Define procedures for payment card breaches. Assign responsibilities. Provide contact information. Test plan.,IR plan|Breach procedures|Responsibility assignment|Contact information|Plan testing,A.16.1,RS.RP-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.10.2,incident,Detection and Reporting,الكشف والإبلاغ,Detect and report incidents,كشف والإبلاغ عن الحوادث,detective,3,Monitor for compromises. Detect alerts from security systems. Report suspected breaches. Escalate to management.,Compromise monitoring|Alert detection|Breach reporting|Management escalation,A.16.1,RS.AN-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.10.3,incident,Incident Response,الاستجابة للحوادث,Respond to payment card incidents,الاستجابة لحوادث أمن البطاقات,corrective,4,Activate IR plan. Contain breach. Preserve evidence. Notify card brands. Engage forensics. Remediate vulnerabilities.,IR activation|Breach containment|Evidence preservation|Brand notification|Forensics|Remediation,A.16.1,RS.MI-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.5.1,responsibility,Accountability,المساءلة,Establish accountability,إنشاء المساءلة,preventive,2,Assign PCI DSS compliance responsibility to named individual. Provide authority and resources. Report to executive management.,Named individual|Authority/resources|Executive reporting,A.5.2,ID.GV-2,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.10.4,incident,Plan Testing,اختبار الخطة,Test incident response plan,اختبار خطة الاستجابة,detective,3,Test IR plan annually. Conduct tabletop exercises. Document test results. Update plan based on findings.,Annual testing|Tabletop exercises|Test documentation|Plan updates,A.16.1,DE.DP-5,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PCI_DSS,v4.0,12.10.6,incident,Lessons Learned,الدروس المستفادة,Learn from incidents,التعلم من الحوادث,corrective,2,Conduct post-incident review. Identify lessons learned. Update procedures. Implement improvements. Share knowledge.,Post-incident review|Lessons identification|Procedure updates|Improvements|Knowledge sharing,A.16.1,RS.IM-1,active,controls_pci_dss_v4_ALL_COMPLETE.csv
PDPL,v1.0,Article-1,general,Scope of Application,نطاق التطبيق,This law applies to processing of personal data wholly or partly by automated or non-automated means,يطبق هذا النظام على معالجة البيانات الشخصية التي تتم كلياً أو جزئياً بوسائل آلية أو غير آلية,preventive,1,Define scope of PDPL applicability. Document which data processing activities fall under PDPL jurisdiction.,Scope documentation|Data inventory|Applicability assessment,A.18.1,ID.GV-3,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-2,definitions,Definitions,التعريفات,Definitions of terms used in the law,تعاريف المصطلحات المستخدمة في النظام,preventive,1,Maintain glossary of PDPL terms. Ensure organization-wide understanding of personal data controller processor etc.,Glossary document|Training materials,A.18.1,ID.GV-1,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-3,principles,Lawfulness of Processing,مشروعية المعالجة,Personal data processing must be lawful fair and transparent,يجب أن تكون معالجة البيانات الشخصية مشروعة وعادلة وشفافة,preventive,3,Establish legal basis for each processing activity. Document lawfulness fairness and transparency measures.,Legal basis register|Processing records|Privacy notices,A.18.1,PR.IP-1,active,controls_pdpl_v1_complete.csv
PDPL,v1.0,Article-4,principles,Purpose Limitation,تحديد الغرض,Processing must be for specified explicit and legitimate purposes,يجب أن تكون المعالجة لأغراض محددة وصريحة ومشروعة,preventive,3,Define and document specific purposes for each data processing activity. Prohibit further processing incompatible with original purpose.,Purpose documentation|Data mapping|Use case definitions,A.18.1,PR.IP-2,active,controls_pdpl_v1_complete.csv
